id,highway,name,oneway,lit,lanes,maxspeed,railway,boundary,access,natural,barrier,tunnel,bridge,incline,waterway,busway,toll
42097555,residential,Μαιάνδρου,yes,,,,,,,,,,,,,,
42097572,residential,Αδριανού,,,,,,,,,,,,,,,
42097580,tertiary,Δωδεκανήσου,yes,,,,,,,,,,,,,,
42097582,residential,Νεαπόλεως,,,,,,,,,,,,,,,
42110314,residential,Μονής Σέλτσου,yes,,,,,,,,,,,,,,
42110315,residential,Ολύνθου,yes,,,,,,,,,,,,,,
42110316,residential,Ολυμπίων,,,,,,,,,,,,,,,
42110317,residential,Τίρυνθος,,,,,,,,,,,,,,,
42110319,pedestrian,Τίρυνθος,,,,,,,,,,,,,,,
42110321,residential,Αμειψίου,,,,,,,,,,,,,,,
42110324,residential,Πανδίωνος,,,,,,,,,,,,,,,
42110326,residential,Σάρωνος,yes,,,,,,,,,,,,,,
42110329,residential,Μακρή Π.,yes,,,,,,,,,,,,,,
42110331,residential,Δοξαρά,yes,,,,,,,,,,,,,,
42110332,residential,Ευθυκράτους,,,,,,,,,,,,,,,
42110335,residential,Προμπονά,yes,,,,,,,,,,,,,,
42110337,residential,Πανδίωνος,,,,,,,,,,,,,,,
42110338,residential,Αριοβαρζάνου,no,,,,,,,,,,,,,,
42110342,residential,,,,,,,,,,,,,,,,
42110345,residential,,no,,,,,,,,,,,,,,
42110346,service,,,,,,,,,,,,,,,,
42110349,residential,Σεκούνδου,,,,,,,,,,,,,,,
42110352,service,,,,,,,,,,,,,,,,
42110363,service,Αμασιου,,,,,,,,,,,,,,,
42110364,residential,Αμασιου,,,,,,,,,,,,,,,
42110365,service,Κουκουλαρη,,,,,,,,,,,,,,,
42110366,secondary,Ηρακλείου,no,,,,,,,,,,yes,,,,
42110367,secondary,Ηρακλείου,no,,,,,,,,,,,,,,
42110370,residential,Μαρσυάς,,,,,,,,,,,,,,,
42110371,footway,,,,,,,,,,,,yes,,,,
42110372,pedestrian,Τελεσίου,,,,,,,,,,,,,,,
42110374,residential,Σωκίων,,,,,,,,,,,,,,,
42110375,residential,Γραβιάς,,,,,,,,,,,,,,,
42110377,residential,Επινίκου,yes,,,,,,,,,,,,,,
42110378,residential,Αγίας Ευφημίας,,,,,,,,,,,,,,,
42110380,residential,Δοξάτου,,,,,,,,,,,,,,,
42110381,residential,Πίστεως,,,,,,,,,,,,,,,
42110382,footway,,,,,,,,,,,,,,,,
42110383,residential,Αγ. Νεκταρίου,,,,,,,,,,,,,,,
42110384,residential,Μυρσίνης,,,,,,,,,,,,,,,
42110385,residential,Ραιδεστού,yes,,,,,,,,,,,,,,
42110386,residential,Προμπονά,,,,,,,,,,,,,,,
42110387,residential,Μεγακλέους,,,,,,,,,,,,,,,
42110388,residential,Επικλέους,,,,,,,,,,,,,,,
42110389,residential,Λάμπωνος,,,,,,,,,,,,,,,
42110391,residential,Ξάνθου,,,,,,,,,,,,,,,
42110393,residential,Ερμίππου,,,,,,,,,,,,,,,
42110394,residential,Ενδυμίωνος,,,,,,,,,,,,,,,
42110397,residential,Ερατώνος,,,,,,,,,,,,,,,
42110398,residential,Τημένους,,,,,,,,,,,,,,,
42110399,residential,Επιγένους,,,,,,,,,,,,,,,
42110400,residential,,yes,,,,,,,,,,,,,,
42110402,residential,Ανθέων,no,,,,,,,,,,,,,,
42110404,residential,,no,,,,,,,,,,,,,,
42110408,residential,Ανθέων,no,,,,,,,,,,,,,,
42110414,residential,,yes,,,,,,,,,,,,,,
42110621,residential,Ανδρέα Μιαούλη,,,,,,,,,,,,,,,
42110622,residential,Λόντου,,,,,,,,,,,,,,,
42110999,residential,Νικηφόρου Λύτρα,,,,,,,,,,,,,,,
42137722,residential,Καυτατζόγλου,yes,,,,,,,,,,,,,,
42137723,residential,,,,,,,,,,,,,,,,
42137724,residential,Βικέλα,yes,yes,,,,,,,,,,,,,
42137725,residential,Γλαράκη,,,,,,,,,,,,,,,
42137726,residential,Παπαντωνίου Ζ,,,,,,,,,,,,,,,
42137728,residential,Αμπατιέλλου,yes,,,,,,,,,,,,,,
42137729,residential,Δερεχανη,,,,,,,,,,,,,,,
42137730,secondary,Βικέλα,no,yes,,,,,,,,yes,,,,,
42137731,secondary,Καυτατζόγλου,no,yes,,,,,,,,,,,,,
42137732,residential,Καυτατζόγλου,yes,,,,,,,,,,,,,,
42137733,residential,Ιακωβίδου,no,,,,,,,,,,,,,,
42137734,pedestrian,Κυρου,,,,,,,,,,,,,,,
42137735,residential,Πολίτη Ν,,,,,,,,,,,,,,,
42137736,residential,Συκουρτη,,,,,,,,,,,,,,,
42137737,residential,Καβάφη,yes,,,,,,,,,,,,,,
42137738,residential,Ζερβού Ηλία,yes,,,,,,,,,,,,,,
42137740,residential,Σαρανταπόρου,yes,,,,,,,,,,,,,,
42137741,residential,Σαρανταπόρου,yes,,,,,,,,,,,,,,
42137742,residential,Τσίλλερ,yes,,,,,,,,,,,,,,
42137743,pedestrian,Κόσσου,,,,,,,,,,,,,,,
42137744,residential,Δαίρπφελδ,,,,,,,,,,,,,,,
42137745,residential,Ματσούκα,yes,,,,,,,,,,,,,,
42137746,residential,Ρως,,,,,,,,,,,,,,,
42137747,residential,Αννίνου Μπάμπη,yes,,,,,,,,,,,,,,
42137748,residential,Σκρα,yes,,,,,,,,,,,,,,
42137749,,Γραμμή 1,,,,,subway,,,,,,yes,,,,
42137751,residential,Θεοτόκη,yes,,,,,,,,,,,,,,
42137752,residential,Βαλλιανων,yes,,,,,,,,,,,,,,
42137753,residential,Μακ Μίλαν,yes,,,,,,,,,,,,,,
42137755,residential,Τσούντα,yes,,,,,,,,,,,,,,
42137756,residential,Τσούντα,yes,,,,,,,,,,,,,,
42137758,residential,Κοκκινάκη,yes,,,,,,,,,,,,,,
42137759,residential,Αναβρυτης,,,,,,,,,,,,,,,
42137760,residential,Φιλιου,,,,,,,,,,,,,,,
42137762,tertiary,Σαρανταπόρου,no,,,,,,,,,,,,,,
42137763,residential,Λεωφόρος Ιωνίας,yes,,,,,,,,,,,,,,
42137764,residential,Ωμολ,,,,,,,,,,,,,,,
42137765,residential,Κωνσταντα,,,,,,,,,,,,,,,
42137766,residential,Κοκκινάκη,,,,,,,,,,,,,,,
42137767,residential,Κρέμου,yes,,,,,,,,,,,,,,
42137768,residential,Εβανς,yes,,,,,,,,,,,,,,
42137769,pedestrian,Βλαστού,,,,,,,,,,,,,,,
42137770,residential,Βλαστού,,,,,,,,,,,,,,,
42137771,residential,Ολυμπίων,-1,,,,,,,,,,,,,,
42137773,residential,Κήπων,yes,,,,,,,,,,,,,,
42137774,residential,Κοκκινάκη,,,,,,,,,,,,,,,
42137775,residential,Σεβρών,yes,,,,,,,,,,,,,,
42137777,residential,Ρενιέρη,,,,,,,,,,,,,,,
42137779,residential,,,,,,,,,,,,yes,,,,
42137780,residential,Ξανθουλίδου,yes,,,,,,,,,,,,,,
42137782,residential,Βαλαωρίτου,,,,,,,,,,,,,,,
42137783,residential,Χρυσοστόμου Σμύρνης,,,,,,,,,,,,,,,
42137789,residential,Περισσού,,,,,,,,,,,,,,,
42137790,residential,Παπαδιαμάντη,,,,,,,,,,,,,,,
42137791,residential,Κώστα Κρυστάλλη,,,,,,,,,,,,,,,
42137792,pedestrian,,,,,,,,,,,,,,,,
42137793,secondary_link,,yes,,,,,,,,,,,,,,
42137794,secondary,,yes,,,,,,,,,,,,,,
42137795,secondary_link,,yes,,,,,,,,,,,,,,
42137797,residential,Θοδωρή Πεταλά,yes,,,,,,,,,,,,,,
42137798,residential,Δροσίνη,,,,,,,,,,,,,,,
42137799,residential,Γρηγορίου Λαμπράκη,,,,,,,,,,,,,,,
42137800,residential,700 Θεσπιέων,yes,,,,,,,,,,,,,,
42137801,secondary,Αγ. Αναργύρων,yes,,,,,,,,,,,,,,
42137802,secondary,,yes,,,,,,,,,,,,,,
42137803,secondary_link,,yes,,,,,,,,,,,,,,
42137804,residential,700 Θεσπιέων,,,,,,,,,,,,,,,
42137805,residential,Μαρίνου Αντύπα,,,,,,,,,,,,,,,
42137807,residential,Χρυσαλλίδος,,,,,,,,,,,,,,,
42137808,footway,,,,,,,,,,,,,,,,
42137809,residential,Δερβενακίων,yes,,,,,,,,,,,,,,
42137810,residential,Ανδριτσαίνης,,,,,,,,,,,,,,,
42137811,residential,Κορυτσάς,,,,,,,,,,,,,,,
42137812,residential,Σουλίου,,,,,,,,,,,,,,,
42137813,residential,Μιχάλη Καραολή,,,,,,,,,,,,,,,
42137814,secondary,Αχαρνών,yes,yes,,,,,,,,,,,,,
42137815,secondary,Αχαρνών,yes,yes,,,,,,,,,,,,,
42137816,residential,Κώστα Βάρναλη,,,,,,,,,,,,,,,
42137817,residential,Χειμάρρας,,,,,,,,,,,,,,,
42137818,tertiary,,,,,,,,,,,,,,,,
42137819,tertiary,Κωστή Παλαμά,,,,,,,,,,,,,,,
42137820,residential,Παπαφλέσσα,,,,,,,,,,,,,,,
42137821,residential,Μεσσήνης,,,,,,,,,,,,,,,
42138060,residential,Ταβουλάρη,,,,,,,,,,,,,,,
42138061,residential,Γρυπάρη,,,,,,,,,,,,,,,
42138063,residential,Ταγκοπουλου,,,,,,,,,,,,,,,
42138066,residential,Υρκανίας,yes,,,,,,,,,,,,,,
42138067,residential,Ξηροκρήνης,,,,,,,,,,,,,,,
42138068,residential,Τεώ,yes,,,,,,,,,,,,,,
42138072,residential,Περδικάρη,-1,,,,,,,,,,,,,,
42138073,tertiary,Πλατεία Παπαλουκά,,,,,,,,,,,,,,,
42138075,path,,,,,,,,,,,,,,,,
42138077,residential,Αγίου Αντωνίου,yes,,,,,,,,,,,,,,
42138078,residential,Κιλικίας,yes,,,,,,,,,,,,,,
42138082,residential,Πολυλά,yes,,,,,,,,,,,,,,
42138084,unclassified,Βασιλειάδου,-1,,,,,,,,,,,,,,
42138086,footway,Καμπύση,,,,,,,,,,,,,,,
42138087,residential,Εμμανουήλ Λυκούδη,yes,,,,,,,,,,,,,,
42138089,residential,Ρούμπου,,,,,,,,,,,,,,,
42138090,residential,Θεοτόκη,yes,,,,,,,,,,,,,,
42163721,secondary,Ρεγκούκου,-1,,,,,,,,,,,,,,
42163723,secondary,Βικέλα,no,yes,,,,,,,,,,,,,
42163724,secondary,,yes,yes,,,,,,,,,,,,,
42163725,secondary_link,,yes,yes,,,,,,,,,,,,,
42163726,motorway_link,,yes,yes,,,,,,,,,,,,,
42163727,residential,Λουκόπουλου,,,,,,,,,,,,,,,
42163729,residential,Αρ. Κουρτίδου,,,,,,,,,,,,,,,
42163731,residential,Ζαφειροπουλου,yes,,,,,,,,,,,,,,
42163734,,Γραμμή 1,,,,,rail,,,,,,,,,,
42163736,secondary,Αχαρνών,yes,yes,,,,,,,,,,,,,
42163738,secondary,Αχαρνών,yes,yes,,,,,,,,,,,,,
42163739,secondary,Αχαρνών,yes,yes,,,,,,,,,,,,,
42163740,residential,Μαλακάση,yes,,,,,,,,,,,,,,
42163741,residential,Ράμφου,,,,,,,,,,,,,,,
42163742,footway,,,,,,,,,,,,,,,,
42163743,residential,Σήφακα,,,,,,,,,,,,,,,
42163745,secondary,Αχαρνών,yes,yes,,,,,,,,,,,,,
42163748,secondary,Αχαρνών,yes,yes,,,,,,,,,,,,,
42163750,secondary,Αχαρνών,yes,yes,,,,,,,,,,,,,
42163751,footway,,,,,,,,,,,,,,,,
42163755,footway,,,,,,,,,,,,yes,,,,
42163756,residential,Πετρίδου,yes,,,,,,,,,,,,,,
42163757,residential,Αναβρυτης,,,,,,,,,,,,,,,
42163758,residential,Μαριδάκη,,,,,,,,,,,,,,,
42163759,tertiary,Τσούντα,yes,,,,,,,,,,yes,,,,
42163760,tertiary,Τσούντα,yes,,,,,,,,,,,,,,
42163761,tertiary,Τσούντα,yes,,,,,,,,,,,,,,
42163762,tertiary,Τσούντα,yes,,,,,,,,,,,,,,
42163763,footway,,,,,,,,,,,,,,,,
42163766,residential,Κωστή Παλαμά,,,,,,,,,,,,,,,
42163768,residential,Μπενάκη,,,,,,,,,,,,,,,
42163769,footway,,,,,,,,,,,,yes,,,,
42163770,tertiary,Τσούντα,yes,,,,,,,,,,,,,,
42163772,residential,Οικονομίδου Β,,,,,,,,,,,,,,,
42163773,pedestrian,Ζαφειροπουλου,,,,,,,,,,,,,,,
42163774,service,Τρίγκα,,,,,,,,,,,,,,,
42163775,residential,Θεοφιλά,,,,,,,,,,,,,,,
42163777,residential,Παπαντωνίου Ζ,-1,,,,,,,,,,,,,,
42163778,residential,Λαμπράκη,,,,,,,,,,,,,,,
42163779,residential,Παγανέλη,,,,,,,,,,,,,,,
42163780,residential,Χατζόπουλων,,,,,,,,,,,,,,,
42163782,residential,Θεοφιλά,,,,,,,,,,,,,,,
42163783,residential,Βουτυρά,yes,,,,,,,,,,,,,,
42163787,residential,Πετρίδου,no,,,,,,,,,,,,,,
42163788,residential,Ζησίου,-1,,,,,,,,,,,,,,
42163789,residential,Ανδρεάδου,yes,,,,,,,,,,,,,,
42163790,residential,Αρ. Κουρτίδου,no,,,,,,,,,,,,,,
42163791,residential,Δεστούνη,yes,,,,,,,,,,,,,,
42164268,motorway,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),yes,yes,4,,,,,,,,,,,,
42164269,motorway,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),yes,yes,4,,,,,,,,,,,,
42164270,residential,Κελετσέκη Στ.,,,,,,,,,,,,,,,
42164272,residential,Ζάκου,,,,,,,,,,,,,,,
42164274,pedestrian,Σταθάτου Οθ,,,,,,,,,,,,,,,
42164275,residential,Σταθάτου Οθ,,,,,,,,,,,,,,,
42164276,residential,,,,,,,,,,,,,,,,
42164277,service,Φλαγγίνα,,,,,,,,,,,,,,,
42164278,service,Θερισού,,,,,,,,,,,,,,,
42164279,service,Βερίτη,,,,,,,,,,,,,,,
42164281,residential,Αγίου Δημητρίου Όπλων,,,,,,,,,,,,,,,
42164282,service,Φλαγγίνα,,,,,,,,,,,,,,,
42164283,residential,Κουρμουλη,,,,,,,,,,,,,,,
42164284,residential,Λάσκαρη,,,,,,,,,,,,,,,
42164286,service,Ανδρεάδου,,,,,,,,,,,,,,,
42164288,service,Ηλιόπουλου,,,,,,,,,,,,,,,
42164290,pedestrian,Στρατηγού Δαγκλή,,,,,,,,,,,,,,,
42164291,service,Ζησίου,,,,,,,,,,,,,,,
42164292,residential,Μηλιαράκη,,,,,,,,,,,,,,,
42164293,residential,Μηλιαράκη,,,,,,,,,,,,,,,
42164294,residential,Σαββίδου,,,,,,,,,,,,,,,
42164296,residential,Στρατηγού Δαγκλή,,,,,,,,,,,,,,,
42164297,service,Λαμπράκη,,,,,,,,,,,,,,,
42164298,residential,Νιρβάνα,,,,,,,,,,,,,,,
42201217,service,Μπαρμπατση,,,,,,,,,,,,,,,
42201322,service,Κριαρη,,,,,,,,,,,,,,,
42268031,secondary,Στρατηγού Καλλάρη,yes,,,,,,,,,,,,,,
42268036,secondary,Στρατηγού Καλλάρη,yes,,,,,,,,,,,,,,
42268038,tertiary,Αρ. Κουρτίδου,no,,,,,,,,,,,,,,
42268039,residential,Αγίου Δημητρίου Όπλων,yes,,,,,,,,,,,,,,
42268224,residential,Βουρδούμπα,,,,,,,,,,,,,,,
42268230,secondary,Λιοσίων,yes,,,,,,,,,,,,,,
42268502,residential,Λειβαδά,,,,,,,,,,,,,,,
42268518,residential,Δημακοπούλου,,,,,,,,,,,,,,,
42268522,service,Σημαντήρα,,,,,,,,,,,,,,,
42268525,residential,Αργυρόπουλου,,,,,,,,,,,,,,,
42268553,service,Πανταζίδου,,,,,,,,,,,,,,,
42268577,service,Παπαδάκη Σ,,,,,,,,,,,,,,,
42268592,service,Ελαυθερουδάκη,,,,,,,,,,,,,,,
42268595,residential,Βουρδούμπα,,,,,,,,,,,,,,,
42268598,residential,Σοφιανόπουλου,,,,,,,,,,,,,,,
42268602,residential,,,,,,,,,,,,,,,,
42268616,residential,Πύρλα,,,,,,,,,,,,,,,
42268619,residential,Νικολαΐδου,,,,,,,,,,,,,,,
42268623,residential,Πρετεντέρη,,,,,,,,,,,,,,,
42277144,service,Λεβίδου,,,,,,,,,,,,,,,
42277226,service,,,,,,,,,,,,,,,,
42277227,residential,Πλατεία Αγίου Ανδρέα,,,,,,,,,,,,,,,
42277230,residential,Λεωφόρος Ιωνίας,,,,,,,,,,,,,,,
42277231,service,,,,,,,,,,,,,,,,
42277232,service,Αποστολόπουλου,,,,,,,,,,,,,,,
42277233,service,Αρκολεων,,,,,,,,,,,,,,,
42277234,service,,,,,,,,,,,,,,,,
42277436,residential,Ροζάκη,,,,,,,,,,,,,,,
42277437,residential,Αγκωνίτου Κ.,,,,,,,,,,,,,,,
42277438,residential,Κωνσταντινουπόλεως,yes,,,,,,,,,,,,,,
42277439,residential,Στενημάχου,yes,,,,,,,,,,,,,,
42277440,service,Σούτσου Σκαρλάτου,,,,,,,,,,,,,,,
42277441,residential,Σούτσου Σκαρλάτου,,,,,,,,,,,,,,,
42277442,pedestrian,Τσουδερού,,,,,,,,,,,,,,,
42277528,service,Μανουσογιάννη,,,,,,,,,,,,,,,
42277529,residential,Καρυταίνης,,,,,,,,,,,,,,,
42277530,service,Παλάσκα,,,,,,,,,,,,,,,
42277533,service,Κλυμένης,,,,,,,,,,,,,,,
42277535,residential,Μοραβας,,,,,,,,,,,,,,,
42277536,residential,Βαρδουλάκη,,,,,,,,,,,,,,,
42277537,service,,,,,,,,,,,,,,,,
42277538,residential,Πιλάτου Λ.,,,,,,,,,,,,,,,
42278043,residential,Δρυϊνουπόλεως,no,,,,,,,,,,,,,,
42278044,residential,Μάχης Πόγραδετς,no,,,,,,,,,,,,,,
42278045,residential,Μάχης Ιβάν,no,,,,,,,,,,,,,,
42278046,secondary,Δυρραχίου,no,,2,,,,,,,,,,,,
42278047,service,Μανιτάκη,no,,,,,,,,,,,,,,
42278049,residential,Ναυάρχου Λυκούδη,no,,,,,,,,,,,,,,
42278050,service,Μανιακίου,no,,,,,,,,,,,,,,
42278051,residential,Μανιτάκη,no,,,,,,,,,,,,,,
42278053,residential,Καλαμά,yes,,,,,,,,,,,,,,
42278054,residential,Κυδωνιών,yes,,,,,,,,,,,,,,
42278055,residential,Τισικρατους,no,,,,,,,,,,,,,,
42278056,residential,Σαμαρίνας,no,,,,,,,,,,,,,,
42278057,residential,Αυλώνος,,,,,,,,,,,,,,,
42278059,service,Αφεντούλη,,,,,,,,,,,,,,,
42278060,residential,Γράμμου,no,,,,,,,,,,,,,,
42278064,service,Λεγκράν,,,,,,,,,,,,,,,
42278065,service,Μονής Φιλοσόφου,,,,,,,,,,,,,,,
42278066,service,,,,,,,,,,,,,,,,
42278067,residential,Φωριέλ,,,,,,,,,,,,,,,
42278068,residential,Κόντογλου,,,,,,,,,,,,,,,
42278069,residential,Παράπλευρη Οδός,,,,,,,,,,,,,,,
42278070,residential,,,,,,,,,,,,,,,,
42278072,service,Αριστοφρόνος,,,,,,,,,,,,,,,
42278424,secondary,Κωνσταντινουπόλεως,yes,,,,,,,,,,,,,,
42278426,secondary,Παράπλευρη Οδός,yes,,,,,,,,,,,,,,
42278588,motorway,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),yes,yes,4,,,,,,,,,,,,
42278589,motorway,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),yes,yes,4,80,,,,,,,yes,,,,
42278590,secondary,,yes,,,,,,,,,,,,,,
42278591,motorway,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),yes,yes,4,,,,,,,,,,,,
42278593,motorway,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),yes,yes,4,,,,,,,,yes,,,,
42279131,service,,,,,,,,,,,,,,,,
42279134,service,Δυρού,,,,,,,,,,,,,,,
42279135,service,Αράχθου,no,,,,,,,,,,,,,,
42279136,pedestrian,Αγχιάλου,,,,,,,,,,,,,,,
42279137,residential,Αγχιάλου,yes,,,,,,,,,,,,,,
42279138,service,Δράμας,no,,,,,,,,,,,,,,
42279139,service,Σερηνού,no,,,,,,,,,,,,,,
42279141,service,Ρόδου,no,,,,,,,,,,,,,,
42279142,service,Δαμασκίου,no,,,,,,,,,,,,,,
42279143,service,Ρόδου,,,,,,,,,,,,,,,
42279145,service,Ακτίου,no,,,,,,,,,,,,,,
42279146,service,Καρπενησίου,no,,,,,,,,,,,,,,
42279149,service,Πρωτομάχου,no,,,,,,,,,,,,,,
42279150,service,Βόλου,no,,,,,,,,,,,,,,
42279154,service,Μανιτάκη,no,,,,,,,,,,,,,,
42279156,service,Ζυγομαλά,,,,,,,,,,,,,,,
42279158,service,Σαμουήλ Χάου,no,,,,,,,,,,,,,,
42279162,residential,Παχυμέρη,,,,,,,,,,,,,,,
42279163,tertiary,Δωδώνης,yes,,,,,,,,,,,,,,
42279165,service,Αμμουδα,no,,,,,,,,,,,,,,
42279167,tertiary,Σμόλικα,yes,,,,,,,,,,,,,,
42279168,residential,Αμμουδα,no,,,,,,,,,,,,,,
42279169,residential,Σμόλικα,no,,,,,,,,,,,,,,
42279171,residential,Τρεμπεσίνας,no,,,,,,,,,,,,,,
42279172,residential,Λαμπόβου,no,,,,,,,,,,,,,,
42279173,service,Κηφέως,,,,,,,,,,,,,,,
42279175,secondary,Παράπλευρη Οδός,yes,,,,,,,,,,,,,,
42297689,residential,Νίκης,yes,,,,,,,,,,,,,,
42297690,residential,Λεονταρίου,,,,,,,,,,,,,,,
42297691,residential,Λαυρίου,yes,,,,,,,,,,,,,,
42297693,residential,Δημητρίου,,,,,,,,,,,,,,,
42297694,residential,Τήνου,,,,,,,,,,,,,,,
42297695,residential,Τήνου,,,,,,,,,,,,,,,
42297697,residential,Δωδεκανήσου,no,,,,,,,,,,,,,,
42297698,residential,Ανθέων,,,,,,,,,,,,,,,
42297699,residential,Δωδεκανήσου,no,,,,,,,,,,,,,,
42297700,residential,Ελευθερίας,,,,,,,,,,,,,,,
42297701,residential,Ρόδων,,,,,,,,,,,,,,,
42297702,residential,,,,,,,,,,,,,,,,
42297703,residential,,,,,,,,,,,,,,,,
42297704,residential,Ρόδων,,,,,,,,,,,,,,,
42297705,tertiary,Ρούμελης,no,,,,,,,,,,,,,,
42297710,residential,Ελευθερίας,,,,,,,,,,,,,,,
42297711,residential,Δωδεκανήσου,no,,,,,,,,,,,,,,
42297715,residential,Στρατηγού Μακρυγιάννη,,,,,,,,,,,,,,,
42297717,residential,Στρατηγού Μακρυγιάννη,,,,,,,,,,,,,,,
42297718,residential,Στρατηγού Μακρυγιάννη,,,,,,,,,,,,,,,
42297719,residential,Ηπείρου,,,,,,,,,,,,,,,
42297720,tertiary,Κασταμονής,,,,,,,,,,,,,,,
42297732,residential,Δωδεκανήσου,no,,,,,,,,,,,,,,
42297740,residential,,,,,,,,,,,,,,,,
42345814,residential,Κυμοθόης,yes,,,,,,,,,,,,,,
42345815,residential,Κορίνης,yes,,,,,,,,,,,,,,
42345817,residential,Εσπερίδων,yes,,,,,,,,,,,,,,
42345820,residential,Βαλτετσίου,,,,,,,,,,,,,,,
42345821,residential,Χρ. Καψάλη,yes,,,,,,,,,,,,,,
42345855,residential,Φαύνου,yes,,,,,,,,,,,,,,
42345877,pedestrian,Τεώ,,,,,,,,,,,,,,,
42345887,residential,Ζαλόγγου,,,,,,,,,,,,,,,
42345888,residential,Ρεθύμνης,yes,,,,,,,,,,,,,,
42345889,residential,Τσακάλωφ,yes,,,,,,,,,,,,,,
42345890,residential,Φωκα Ι,yes,,,,,,,,,,,,,,
42345891,residential,Χριστιανουπόλεως,,,,,,,,,,,,,,,
42345892,residential,Πελοποννήσου,yes,,,,,,,,,,,,,,
42345893,pedestrian,Λαμπρινής,,,,,,,,,,,,,,,
42692410,residential,Θεμιστοκλέους,,,,,,,,,,,,,,,
42692411,residential,Ολυμπίας,yes,,,,,,,,,,,,,,
42692413,residential,Ύδρας,yes,,,,,,,,,,,,,,
42692415,residential,Σωκράτους,yes,,,,,,,,,,,,,,
42692418,residential,Ρόδου,yes,,,,,,,,,,,,,,
42692420,pedestrian,Αιγήνης,,,,,,,,,,,,,,,
42692421,residential,Λυκούργου,yes,,,,,,,,,,,,,,
42693103,secondary,Έβρου,yes,,,,,,,,,,,,,,
42693104,secondary,Πρωτοπαπαδάκη,yes,yes,2,50,,,,,,,,,,,
42693105,residential,Πρωτοπαπαδάκη,,,,,,,,,,,,,,,
42693106,tertiary,,yes,,,,,,,,,,,,,,
42693107,tertiary,,yes,,,,,,,,,,,,,,
42693108,residential,Εδέσσης,,,,,,,,,,,,,,,
42693109,residential,Σερρών,,,,,,,,,,,,,,,
42693110,residential,Κομοτινής,,,,,,,,,,,,,,,
42693111,residential,Ξάνθης,,,,,,,,,,,,,,,
42693112,residential,Καβάλας,,,,,,,,,,,,,,,
42693113,residential,Πόρου,,,,,,,,,,,,,,,
42693114,residential,Κυθήρων,yes,,,,,,,,,,,,,,
42693115,residential,Σπετσών,yes,,,,,,,,,,,,,,
42693116,residential,Δράμας,yes,,,,,,,,,,,,,,
42693117,residential,Έβρου,,,,,,,,,,,,,,,
42710430,tertiary,Κουρτιου Ε.,no,,,,,,,,,,,,,,
42710435,tertiary,Agias Glykerias,no,,,,,,,,,,,,,,
42710578,residential,Αριφρονος,,,,,,,,,,,,,,,
42710579,residential,Ωρομεδοντος,,,,,,,,,,,,,,,
42710580,residential,Ακάστου,,,,,,,,,,,,,,,
42710582,residential,Αντιόπης,,,,,,,,,,,,,,,
42710583,pedestrian,Ακάστου,,,,,,,,,,,,,,,
42710586,residential,Αρσινόης,,,,,,,,,,,,,,,
42710589,residential,Γανυμήδου,,,,,,administrative,,,,,,,,,
42710590,residential,Αντιόπης,,,,,,,,,,,,,,,
42710749,residential,Κυπαρισσίας,yes,,,,,,,,,,,,,,
42711027,residential,Προόδου,yes,,,,,,,,,,,,,,
42711028,residential,Γρηγορίου Ε',yes,,,,,,,,,,,,,,
42711029,residential,Πρωτοπαπαδάκη,yes,,,,,,,,,,,,,,
42711030,residential,Προφήτη Ηλία,yes,,,,,,,,,,,,,,
42711031,residential,Κισσάμου,yes,,,,,,,,,,,,,,
42711032,residential,Τερψιθέας,,,,,,,,,,,,,,,
42711033,residential,Ρόδων,,,,,,,,,,,,,,,
42711034,residential,Αετοφωλιάς,,,,,,,,,,,,,,,
42711037,residential,Τεμπών,,,,,,,,,,,,,,,
42711038,residential,Κενταύρου,yes,,,,,,,,,,,,,,
42711039,steps,Φοινίκων,,,,,,,,,,,,,,,
42711040,residential,Πρεμετής,,,,,,,,,,,,,,,
42711042,residential,Αθηναίων,yes,,,,,,,,,,,,,,
42711043,residential,Σπαρτιατών,yes,,,,,,,,,,,,,,
42711051,residential,Κλεάρχου,yes,,,,,,,,,,,,,,
42711053,residential,Κλεάρχου,yes,,,,,,,,,,,,,,
42711054,residential,Καρδίτσης,yes,,,,,,,,,,,,,,
42711055,residential,Ύδρας,yes,,,,,,,,,,,,,,
42711057,pedestrian,Ολυμπίας,,,,,,,,,,,,,,,
42711059,residential,Βυζαντίου,yes,,,,,,,,,,,,,,
42711061,residential,Αιτωλικού,yes,,,,,,,,,,,,,,
42711062,residential,Ανοίξεως,yes,,,,,,,,,,,,,,
42711063,residential,Ζήρειας,yes,,,,,,,,,,,,,,
42711064,residential,Προφήτη Ηλία,yes,,,,,,,,,,,,,,
42711065,residential,Πηγής,yes,,,,,,,,,,,,,,
42711067,residential,Ρόδου,yes,,,,,,,,,,,,,,
42721342,tertiary,Στουρνάρα,yes,,,,,,,,,,,,,,
42721395,residential,,,,,,,,,,,,,,,,
