id,name,traffic_info
32016621,Αγίας Σοφίας,
32016624,Κώστα Βάρναλη,
32016630,Λευκάδος,
32016635,Αγίας Παρασκευής,
32016638,25ης Μαρτίου,
32016642,Αρκαδίας,
32016646,Κωνσταντινουπόλεως,
32016669,Κύπρου,
32039758,Ίωνος Δραγούμη,
32039761,Διοχάρους,
32039765,Κρουσόβου,
32039766,Ηριδανού,
32039768,Γριβογιώργου,
32039769,Σισίνη Γεωργίου,
32039772,,
32039773,Άλυος,
32039779,Μαιάνδρου,
32039781,Αλκμάνος,
32039787,Παπαδιαμαντοπούλου,
32039795,Διονυσίου Αιγινήτου,
32039803,Δημητρέσσα,
32039812,Άρνης,
32039821,Λαοδικείας,
32039998,Ιλισίων,
32039999,Λεωφόρος Στρατάρχου Αλέξανδρου Παπάγου,
32040005,Γεωργίου Παπανδρέου,
32040006,Μικράς Ασίας,
32040009,Αλκαίου,
32040018,Αλκμάνος,
32041344,Αντιφίλου,
32041349,Δημητρέσσα,
32041355,Σεμέλης,
32041375,Βακχυλίδου,
32041377,Βαλέτα,
32041378,Κρατερού,
32041379,Κρατερού,
32041381,Σατόμης,
32041389,Γρηγορίου Αυξεντίου,
32041393,Γαζίας,
32041405,Δρυός,
32041407,Κλείτου,
32041470,Εθνικής Αντίστασης,
32041478,Εθνικής Αντίστασης,
32041489,,
32041497,,
32041508,Άρεως,
32041524,,
32041529,Ηρώων Πολυτεχνείου,
32041541,,
32041558,Παπαδιαμάντη,
32041563,Σικελιανού,
32041567,Σεβαστοπούλου,
32041569,Οδεμησίου,
32041575,Ανακρέοντος,
32041578,Μεσολογγίου,
32041581,Ομηρείου,
32041591,Κασάμπα,
32041593,Ρήγα Φεραίου,
32041594,Ανατολικής Θράκης,
32041597,2ας Μαΐου,
32041599,Σταματιάδου,
32041606,Βουτζά,
32041618,Παραδείσου,
32041629,Οικονόμου,
32041631,Λογοθέτη,
32041632,Γραβιάς,
32041636,Τερτσέτη,
32041639,Ρήγα Φεραίου,
32041641,2ας Μαΐου,
32041643,Κωστή Παλαμά,
32041645,Βαλαωρίτου,
32041647,Καζαντζάκη,
32041648,Σολωμού,
32041662,Πολέμη,
32041664,Καρκαβίτσα,
32041694,,
32041712,Βρυούλων,
32041713,Μενεμένης,
32041714,Σολομωνίδου,
32041716,Ερυθρού Σταυρού,
32041718,Αναξαγόρα,
32041719,Λυδίας,
32041732,Νέας Εφέσου,
32041734,Πανιωνίου,
32041739,Κέννεντυ Τζων,
32041743,Νικομήδειας,
32041766,Δημητρίου Ανδ.,
32041767,Σμύρνης,
32041769,Μανωλίδη Λεωνίδα,
32041911,Βασιλέως Αλεξάνδρου,
32041912,Κέννεντυ Τζων,
32041916,Εθνάρχου Μακαρίου,
32041920,Πάλμε,
32041940,Συβρισαρίου,
32041942,Χρυσοστόμου Σμύρνης,
32041945,Χρυσοστόμου Σμύρνης,
32041946,Κοιμήσεως Θεοτόκου,
32041947,Αγίου Πολυκάρπου,
32067682,Δασκάλου Κίτσιου,
32067818,Αγησιλάου,
32067819,Κηφισίας,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
32067820,Κηφισίας,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
32067831,Παντανάσης,
32067861,,
32067876,,
32067877,Ζηρίδη,
32067899,,
32067932,Μακεδονίας,
32067935,Δελφών,
32067952,Θερμοπυλών,
32067965,,
32068000,Διαγόρα,
32068027,Πιτταρά,
32069013,Θήρωνος,
32069018,Χαλκηδώνος,
32069019,,
32069034,Χίου,
32069036,,
32069037,Μανωλίδη,
32069040,Βασιλέως Αλεξάνδρου,
32069060,Δημητρίου Ανδ.,
32069062,Τεας,
32069066,Λεβεδου,
32069069,Πενταγιών,
32069076,Διοχάρους,
32069079,Διοχάρους,
32069084,Στενών Πόρτας,
32069087,Ολυτσικα,
32069097,Μανωλιασας,
32069103,Δεβολη,
32069105,Κλεισούρας,
32069107,Πρεμετής,
32069108,Ορμηνίου,
32069111,Αντιμάχου,
32069114,Λάμψακου,
32069118,Πόντου,
32069123,,
32069155,Αραχωσιάς,
32069164,Πενταποταμιάς,
32069191,Λιβύης,
32069199,Παυλάτου Γ.,
32069202,Καισαρείας,
32069205,Αριστοτέλη Ζάχου,
32069208,Στύρων,
32069209,Ποντοηράκλειας,
32069210,Παπαδιαμαντοπούλου,
32069211,Ισχομάχου,
32069221,Τραπεζούντος,
32069222,Αεροπόρου Παπαναστασίου,
32069223,Φαραντάτων,
32069233,Λυδίας,
32069244,Καισαρείας,
32069249,Βερβαινων,
32069252,Οδεμησίου,
32069254,Αλμωπίας,
32069256,Νέστου,
32069257,Καρτάλη,
32069265,Βίγλας,
32069268,Σεμιτέλου,
32069281,Σουφλίου,
32069284,,
32069287,Εύδηλου,
32069322,Κλεοβούλης,
32069328,Θεάγους,
32069332,Μουρκούση,
32069335,Ηπιόνης,
32069338,Ολόρου,
32069340,Δήλου,
32069348,Υπολοχαγού Θ. Καββαθά,
32069365,,
32069384,Ηγημόνος,
32069393,Κοτοπούλη Μαρίκας,
32069394,Κλεοβούλης,
32069407,Λοχαγού Ξηρογιάννη,
32069409,Παιανίας,
32069410,Γαίου,
32069414,Πολυφήμου,
32069422,Ξενοφρόνος,
32069459,Θεοδάμαντος,
32069472,Ζηνοδότου,
32069511,Ευρυνόμης,
32069572,Καλλιστράτους,
32069588,Αδελφών Πιερράκου,
32069613,Αδελφών Πιερράκου,
32069621,Αγίου Γερασίμου,
32069627,Τιμάνδρας,
32069630,Δάφνης,
32069632,Θεοδάμαντος,
32069646,Αμμοχώστου,
32069649,Πεισάνδρου,
32069650,Σπανοβαγγέλη,
32069652,Γ. Παπανικολάου,
32069653,Χρυσίππου,
32069659,Δημοκρατίας,
32069662,Γαλήνης,
32069685,Γουναροπούλου,
32069702,Φρυγίας,
32069707,Ξενάρχου,
32069708,Κασπίας,
32069710,Ταξίλου,
32069726,Στρατή Τσίρκα,
32069731,Γάζης,
32069746,Σπανοβαγγέλη,
32069751,Παπακωνσταντίνου,
32069752,Γαυγάμηλων,
32069763,Περσεπόλεως,
32069768,Λεωφόρος Γρηγορίου Αυξεντίου,
32071661,,
32071666,,
32071676,,
32071710,,
32071719,,
32071726,,
32071740,,
32071797,,
32071803,,
32071813,,
32071824,Αντιόχειας,
32071829,Βρυούλων,
32071872,Αγίων Αναργύρων,
32071873,,
32071874,Αγ. Αναργύρων,
32071919,,
32071921,,
32071949,,
32071969,,
32071974,,
32071987,,
32072004,Ανδρέα Παπανδρέου,
32072017,,
32072051,,
32072096,Λογοθέτη,
32072101,,
32072118,Λασκαράτου,
32072121,Λασσάνη,
32072125,,
32072141,Λεβιδίου,
32072144,Λαμίας,
32072152,Λεχουρίτη,
32072154,Λαγκαδά,
32072161,Λάδωνος,
32072180,Αγίου Παύλου,
32072183,Άνθιμου Γαζή,
32072185,Λάιου,
32072195,Υψούντος,
32072206,Τροπαίων,
32072218,Μυλαοντος,
32072224,Νυμφασίας,
32072246,Ικαρίας,
32072251,Φρατζή,
32072253,Λάμπρου Κατσώνη,
32072259,Χρυσοστόμου,
32072265,Ορχομενού,
32072275,Κορυτσάς,
32072279,Πεντέλης,
32072280,Υμηττού,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
32072284,Λαυρίου,
32072287,Μαραθώνος,
32072290,Χαρίλαου Ζήκου,
32072294,Βούρμπιανης,
32072295,Κρητών,
32072300,Θεσπιέων,
32072305,Θίσβης,
32072308,Ωρωπού,
32072330,Σαλαμίνος,
32072405,Φλέμινγκ,
32072416,Μαραθώνος,
32072440,Πίνδου,
32072478,Φλέμινγκ,
32072492,Αϊδινίου,
32072595,Κωστή Παλαμά,
32072627,Λυκούργου,
32072629,Αρκαδίου,
32072635,Κωστή Παλαμά,
32072640,Ρούπελ,
32072642,Οκτωνίας,
32072645,Σμύρνης,
32072670,Πύργου Δυρού,
32072725,Αδριανουπόλεως,
32072728,Ναυαρίνου,
32072729,Ισαίου,
32072753,Παξών,
32072756,,
32072757,Δανιήλ,
32072759,Κωστή Παλαμά,
32072760,Πάρου,
32072774,Φιλοπάππου,
32072779,Τεπελενίου,
32072780,Λευκωσίας,
32077222,Παναγή Τσαλδάρη,
32077223,Ηρούς,
32077224,Κλεοβίδος,
32077244,Μεγίστης Λαύρας,
32077245,Θυαμίδος,
32077250,Λένορμαν,
32077270,Τρίκορφου Σμπαρούνη,
32077271,Χωρέμη,
32077273,Ευτοκίου,
32077274,Μετοχίτη,
32077275,Βίωνος,
32077283,Ίμβρου,
32077284,Τενέδου,
32077285,Σικίνου,
32077287,Αμοργού,
32077292,Κιθαιρώνος,
32077303,Τεγέας,
32077307,Ανδρονίκου,
32077319,Αλέξανδρου Διάκου,
32077320,,
32077331,Πίνδου-Δαβάκη,
32077332,,
32077333,Βασιλέως Κωνσταντίνου,
32077334,Δημοκρατίας,
32077335,,
32077336,Μαντώς Μαυρογένους,
32077337,,
32077338,,
32077339,,
32077340,Αγίου Νικολάου,
32077342,,
32077343,,
32077344,Ναυπάκτου,
32077345,,
32077346,Αγίου Δημητρίου,
32077350,Εικοστής Πέμπτης Μαρτίου,
32077351,,
32077353,,
32077356,Δεμερτζή,
32077359,,
32077360,,
32077362,Μυκόνου,
32077363,Αγίου Παντελεήμονος,
32077364,Θέμιδος,
32077366,Μενάνδρου,
32077367,Μενελάου,
32077368,Φλέμινγκ,
32077372,,
32077375,,
32077383,Μέσης Ανατολής,
32077385,,
32077388,,
32077390,Αχιλλέως,
32077395,,
32077396,Φιλοκτήτου,
32077399,Τύνηδου,
32077400,Ελ Αλαμέιν,
32077406,Φλέμιγκ,
32077422,Φυλής,
32077423,Φυλής (Χασιάς),
32077427,Ελευσινίων Μυστηρίων,
32077429,,
32077448,Μπίμπιζα,
32077451,Αιακού,
32077454,,
32077456,Ευριδίκης,
32077457,,
32077459,Έκτορος,
32077460,Ιδομενέως,
32077465,Πρέσπας,
32077467,Καπετάν Βέρρα,
32077469,Ερμιόνης,
32077470,Ναυσικάς,
32077473,Αφροδίτης,
32077474,Θερσίτου,
32077476,Κλυταιμνήστρας,
32077478,Πρωτεσιλάου,
32077479,Πηνελόπης,
32077481,Ναυσικάς,
32077485,Πριάμου,
32077493,Ραδιοφωνίας,
32077507,Ναυσικάς,
32077516,Αλεξανδρουπόλεως,
32077538,Κομοτηνής,
32077542,Πρέσπας,
32077543,Διομήδους,
32077554,Μενελάου,
32077555,Μανάκη,
32077557,Πατρόκλου,
32077559,Αγ.Βαρβάρας,
32077560,Φιλοκτήτου,
32077571,,
32077574,Ιφιγενείας,
32077576,,
32077611,Αγίου Φανουρίου,
32077612,Πάριδος,
32077616,Χρυσηίδος,
32077619,Αθηνάς,
32077620,Αγίας Βαρβάρας,
32077621,Οδυσσέως,
32077623,Χρυσηίδος,
32077632,Χρυσηίδος,
32077640,Δαναών,
32077644,Ιπποδαμείας,
32077646,,
32077662,,
32077674,Γ' Ορεινής Ταξιαρχείας,
32077678,,
32077683,Κυρηναϊκής,
32077690,Βρισηίδος,
32077710,Τήνου,
32077711,Αίαντος,
32077713,Ήρας,
32077722,Ναυσικάς,
32077726,,
32077733,Νέστορος,
32077748,πολυφήμου,
32077750,Βρισηίδος,
32077751,Ικάρου,
32077753,Ποσειδώνος,
32077884,Αυτοκράτορος Νικολάου,
32077885,Στρρογκόνωφ,
32077890,Σέχου Δέσπως,
32077891,Ιγγλέση,
32077892,Αντισθένους,
32077893,Γ. Ολυμπίου,
32077894,Χαριλάου Τρικούπη,
32077896,Παπαζαχαρίου,
32077899,,
32077901,,
32077902,Λοκρίδος,
32077904,,
32077914,Αράχθου,
32077917,,
32077918,,
32077924,,
32077925,Κοντονή,
32077926,Μοσχονησίων,
32077927,,
32077957,Αριστείδου Καμπάνη,
32077965,Ανδρίτσαινης,
32077981,Χρυσοστόμου Σμύρνης,
32077983,,
32077984,Αγίου Δημητρίου,
32077985,Βείκου,
32077987,Χριστοφή,
32077989,Δαβάκη - Πίνδου,
32077991,Γαρδικιώτη Γρίβα,
32077992,Δράκου,
32077994,Δαβάκη - Πίνδου,
32078063,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
32078064,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
32078089,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
32078096,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
32078097,Αυτοκινητόδρομος 1 (Αθήνα - Θεσσαλονίκη - Εύζωνοι),
32078102,Αθηνών,
32078103,Αθηνών,
32078107,Αθηνών,
32078124,Αθηνών,
32078384,Αθηνών,
32109521,Επαμ. Σέντη,
32109533,Υδάσπου,
32109537,Ινδού,
32109544,Εκβατάνων,
32109560,Ταξίλου,
32109564,Μιχαήλ Αναστασάκη,
32109578,Βεργή Ι.,
32109587,Ισδρακίου,
32109593,Αρχιλόχου,
32109599,Αγλαονίκης,
32109600,Νείλου,
32109604,Τίγρητος,
32109613,Νείλου,
32109616,Σάκη Καράγιωργα,
32109617,Κορνόβου,
32109629,Ιστιαίας,
32109638,Ιαξάρτου,
32109639,Ικαρίας,
32109641,Ιωλκού,
32109642,Καραϊσκάκη Γεώργιου,
32109649,Λυκάβου,
32109653,Ανακρέοντος,
32109657,Νικοπόλεως,
32109662,Πολυδώρου,
32109680,Ιοκάστης,
32109685,Θεσσαλίας,
32109688,Παπαφλέσσα,
32109691,Γοργοπόταμου,
32109698,Αργοναυτών,
32109724,28ης Οκτωβρίου,
32109731,Ευφράτου,
32109738,,
32109739,Στρατηγού Μακρυγιάννη,
32109741,Αμφιγένειας,
32109744,Χλόης,
32109805,Νίκου Καζαντζάκη,
32109863,,
32109867,Παξών,
32109884,Γρηγορίου Κουσίδη,
32109902,Αθανασίου Διάκου,
32109918,Χρυσανθέμων,
32109930,Κρίνων,
32109939,Αγίου Νικολάου,
32109958,Σμύρνης,
32109962,Οδυσσέα Ανδρούτσου,
32109979,Γεωργίου Ζωγράφου,
32109981,,
32109982,Μυκόνου,
32110017,,
32110028,,
32110041,Επαμεινώνδα,
32110052,Φιλονόης,
32110057,Μαντώς Μαυρογένους,
32110063,Αγανίππης,
32110065,Αγίου Θεράποντα,
32110069,,
32110074,Ελευθερίου Βενιζέλου,
32110106,Ελευθερίου Βενιζέλου,
32110114,Ευνομίας,
32110115,,
32110118,Σισμάνη,
32110139,Τριακοστού Τέταρτου Συντάγματος,
32110156,Λουλουδιών,
32110158,Κύπρου,
32110169,Αλέξανδρου Παναγούλη,
32110175,Αργυροκάστρου,
32110177,Αστεριού,
32110182,Υπολοχαγού Ζώγκου,
32110199,Αριστομένους,
32110223,Καλαβρύτων,
32110229,Κορυτσάς,
32110232,,
32110255,,
32110261,Γράμμου,
32110265,Κονίτσης,
32110268,,
32110280,,
32110281,Δίκης,
32110293,Πλατεία Νοσοκομείου Παίδων,
32110296,Λουλουδιών,
32110297,Ξυλούρη Νίκου,
32110606,Πυρρή Αγγ.,
32110608,Εύηνου,
32110615,Ευρώτα,
32110626,Τιμολέοντος Βάσσου,
32110629,Χατζηκώστα,
32110634,Π. Κυριάκου,
32110635,Φιλήμονος Ι.,
32110641,Χρήστου Βουρνάζου,
32110650,Αγίων Πάντων,
32110651,Άλδου Μανουτίου,
32110665,Δημητσάνας,
32110667,Κούζη,
32110669,Τριχωνίδος,
32110670,Κορωνείας,
32110672,Κερκίνης,
32110674,Αμπελακίων,
32110675,Μοσχοβίτη,
32110676,Βαθέος,
32110678,Μεγάλου Σπηλαίου,
32110680,Αλφειού,
32110684,Μαινεμένης,
32110688,Μακρυνίτσας,
32110714,Βατοπεδίου,
32110727,Ορέων,
32110743,Βελεστίνου,
32110747,Λουΐζης Ριανκούρ,
32110748,Πλατεία Αγίου Δημητρίου,
32110749,Λαμίας,
32110751,Κίρρας,
32110753,Γυθείου,
32110755,Εσλίν,
32110761,Αιτωλίας,
32110762,Θεοφάνους,
32110763,Θεοφάνους,
32110764,Καραβαγγέλη Γερμανού,
32110788,Ακαρνανίας,
32110789,Σεβαστουπόλεως,
32110790,Βοιωτίας,
32110794,Οιτύλου,
32110798,Αργολίδος,
32110804,Κορμα Ηλία,
32110808,Αλεξάνδρου Παυλή,
32110810,Πορταριάς,
32110815,Γουμενίτσης,
32110833,Αχαΐας,
32110838,Αρκαδίας,
32110841,Βυτίνης,
32110849,Ιτέας,
32110872,Αώου,
32110892,Μπιζανίου,
32110897,Μικρομάνης,
32110904,Μικρομάνης,
32110905,Αλιστράτης,
32111448,Τετραπόλεως,
32111456,Λεβαδείας,
32111457,Ζαγοράς,
32111473,Φωκίδος,
32111475,Κορωπίου,
32111478,Καρυοφύλλη,
32111485,Κορινθίας,
32111489,Αιγίου,
32111491,Διονυσίου Πύρου,
32111515,Κομοτηνής,
32111522,Πολυγύρου,
32111523,Ήλιδος,
32111525,Σαλώνων,
32111540,Αιγίου,
32111541,Μεσσηνίας,
32111543,Δασκαλάκη,
32111559,Εστίας,
32111573,Βαρδουσίων,
32111613,Κανδάνου,
32111660,Τρικάλων,
32111669,Σοφίας Σλήμαν,
32111700,Πεζόπουλου Θ.,
32111704,Βολανάκη,
32111713,Δαβάκη,
32111727,,
32111741,Ιατρίδου Μ.,
32111745,Παπαδά,
32111748,Παπαδά,
32111753,Δασίου,
32111758,Μυλοποτάμου,
32111762,Δασίου,
32111766,Μόσχου,
32111771,Ροστοβίου,
32111772,Χαντζέρη,
32111787,Νικολούδη,
32111788,Μοσχοπούλου,
32111791,Μιχελιδάκη,
32111792,Κοργιαλένιου,
32111819,Οδησσού,
32111821,,
32111826,Μακεδονομάχου Πραντούνα,
32111827,Πλατεία Ναυάρχου Νοταρά,
32111829,Φραγκοπούλου,
32111839,Νικολακόπουλου Σ.,
32111841,Τσέντνερ Φρ.,
32111842,Καπετάν Χρονα,
32111848,Ραπταρχου,
32111849,Κοντογιαννάκη,
32111852,Αδριανείου,
32111854,Θωμαΐδου,
32111857,Μωραΐτη Μιχαήλ,
32111859,Οικονόμου,
32111869,Οικονόμου,
32111880,Γαρέφη,
32111889,Ευγενίδου,
32111894,Βρανά,
32111906,Πασαγιάννη,
32111908,Κωττά Κ.,
32111934,Λυμπεροπούλου,
32111964,Σκαλίδη,
32111971,Δωριζα,
32111977,Γεδεών Μ.,
32111993,Δαφνης Α.,
32111997,Βρυζάκη,
32112000,Παρρεν,
32112009,Καμπούρογλου Δ.,
32112016,Μάργαρη Δ.,
32112019,Κύρου Αχ.,
32112035,Μαρτέλαου,
32112038,Ερνέστου Εμπράρ,
32112064,Σκαλκώτα,
32112069,Σκίπη Σ.,
32112072,Βλαχογιάννη Ι.,
32112113,,
32112116,,
32112125,,
32112128,,
32112136,Εφταλιώτη,
32112144,Πλάτωνος,
32112149,Βουτιερίδου,
32112163,Ερνέστου Εμπράρ,
32112175,Ουράνη Κ.,
32112178,Ταγιαπιέρα,
32112186,Ουράνη Κ.,
32112187,,
32112190,Λαλέχου,
32112191,Γλαύκου,
32112192,Καλομενόπουλου,
32117635,,
32117648,,
32117666,Καλαβρύτων,
32117671,Νιρβάνα Παύλου,
32117676,Κύπρου,
32117703,Ομήρου,
32117722,Γρυπάρη,
32117724,Δροσίνη,
32117725,Παπασπύρου Γ.,
32117726,Καλαβρύτων,
32117739,Παπαναστασίου Αλ.,
32117745,Μιστράλ,
32117769,Βαλτετσίου,
32117771,Μωραϊτίνη,
32117778,Υψηλάντου,
32117781,Ξάνθου,
32117782,Παπαφλέσσα,
32117791,Καραϊσκάκη,
32117794,Ηρώων Πολυτεχνείου,
32117812,Λέσβου,
32117813,Λευκάδος,
32117816,Χίου,
32117817,Αμυκλών,
32117832,Νιρβάνα,
32117834,Καρδίτσας,
32117853,Σποράδων,
32117855,Αμυκλών,
32117861,Μυκόνου,
32117869,Καλύμνου,
32117870,Αγίου Ελευθερίου,
32117872,Κεφαλληνίας,
32117873,Παξών,
32117887,Κύθνου,
32117890,Μυκόνου,
32117893,Σφακτηρίας,
32117917,Μπουμπουλίνας,
32117930,,
32117939,Μπουμπουλίνας,
32117941,Περγιαλίτου,
32117942,Σουλίου,
32117943,,
32117946,,
32117948,Μιαούλη,
32117964,Κρήτης,
32117979,Πατριάρχου Γρηγορίου Πέμπτου,
32117981,Νικηταρά,
32117985,Ζαλόγγου,
32117987,Κορίνθου,
32117990,Καποδιστρίου,
32117992,,
32117993,Βαλτετσίου,
32118037,Γυθείου,
32118038,Μεγαλουπόλεως,
32118039,Μεγαλουπόλεως,
32118040,Τριπόλεως,
32118046,Στυμφαλίας,
32118049,Ιθώμης,
32118061,Υπάτης,
32118066,Ευβοίας,
32118068,Βοιωτίας,
32118072,Αλσους,
32118080,Κορώνης,
32118120,Ιλιάδος,
32118126,Γενναδίου,
32118180,Θεσσαλίας,
32118185,Τσιτούρη,
32118272,Σαχτούρη,
32118295,Γιαννιτσών,
32118469,Σαρανταπόρου,
32118516,,
32118521,Ρήγα Φεραίου,
32118524,Σοφοκλή Βενιζέλου,
32123341,,
32123835,,
32123879,Γράμμου,
32123887,Κνωσσού,
32123893,Ιωάννης Γρυπάρης,
32123898,Νεράϊδας,
32123903,Γ. Σουρή,
32123908,Αγησιλάου,
32123918,Άγγελου Σικελιανού,
32123933,Παρνασσού,
32123946,Δροσίνη,
32123947,Κρυστάλλη,
32123952,Κεραµεικού,
32123954,Κρατίνου,
32123957,Παληκαρίδη,
32123970,Μυκηνών,
32123971,Σαρωνικού,
32123974,Άγγελου Σικελιανού,
32123975,Σλήμαν Ερρίκου,
32123977,Κρέοντος,
32123979,Νιρβάνα,
32123988,Κωστή Παλαμά,
32123995,Κονίτσης,
32123997,Λυκούργου,
32123999,Ομήρου,
32124001,Στρατηγού Μακρυγιάννη,
32124003,Μαυροματαίων,
32124005,Ματζώρου,
32124006,Μάνης,
32124008,Σωκίων,
32124019,Τσούμπελη,
32124022,Διστόμου,
32124023,Επταλόφου,
32124027,Παπαρρηγοπούλου,
32124034,Νάνσεν,
32124037,Ασπένδου,
32124049,Αμαλθείας,
32124056,Ιωακείμ Εφέσου,
32124057,Σαμίου,
32124058,Δημητρίου Καρδάμυλα,
32124059,Κοντόπουλου,
32124066,Υακύνθου,
32124067,Τσαλίκη,
32124070,Ολυμπίας,
32124072,Οδυσσέως,
32124073,Φιλοτίμου,
32124080,Ολύμπου,
32124081,Παύλου Μελά,
32124084,Ορφέως,
32124087,Πεντελης,
32124100,Παλαιολόγου,
32124102,Φαιδριάδων,
32124108,Μεγίστης,
32124115,Ιεραπετριτάκη,
32124118,Ιονίων Νήσων,
32124125,Καραολή και Δημητρίου,
32124128,Κρήτης,
32124139,Τεμπών,
32124143,Καραολή και Δημητρίου,
32124145,Γερανείων,
32124148,Ολύμπου,
32124150,Τύρφης,
32124151,Κασσάνδρας,
32124155,Σπάρτης,
32124159,Βολισσού,
32124160,Κυλλήνης,
32124161,Ελικώνος,
32124164,Πνυκος,
32124170,Αιτωλικού,
32124179,Πεντέλης,
32124180,Καλομοίρη,
32124187,Χειμάρρας,
32124216,Λέσβου,
32124223,28ης Οκτωβρίου,
32124226,Νάξου,
32124610,Σκιάθου,
32124625,,
32124631,,
32124642,Αμάλθειας,
32124646,Κιθαιρώνος,
32131195,Στ. Λάιου,
32131198,Αχαΐας,
32131203,Σέχου Ι.,
32131205,Λακράτους,
32131222,Φθιώτιδος,
32131229,Κολχίδος,
32131232,Σιθωνίας,
32131235,Σαμψούντος,
32131238,Νωνακρίδος,
32131241,Περάμου,
32131244,Τυανών,
32131247,Σταγείρων,
32131252,Γερανίων,
32131261,Δημητσάνας,
32131275,Καλαβρίας,
32131283,Μαιανδρουπόλεως,
32131294,Ευρυτανίας,
32131296,Βραστόβου,
32131308,Αργολίδος,
32131309,Αργολίδος,
32131311,Ζολιώτη,
32131314,Γκύζη,
32131316,Πλατεία Γκύζη,
32131318,Μπουκουβάλα,
32131321,Βρατσανου,
32131322,Βεργοβίτσας,
32131354,Βαρδουνιώτη,
32131359,Λαμπέτη,
32131361,Κουτσικάρη,
32131363,Αλάστορος,
32131365,Σφαέλου Α.,
32131385,Δήμου Τσέλιου,
32131393,Σκαλτσά Δ.,
32131402,Μπαταριά,
32131429,Κίτσου Γ.,
32131463,Αγαπήνου,
32131467,Αυγερινού,
32131468,Αρακλώβου,
32131474,Πωγώγιαννης,
32131500,Αξιού,
32131516,Καζάνη,
32131517,Δημοσθένους Ρούσου,
32133213,Περικλέους,
32133233,Καλαβρύτων,
32133238,,
32133243,Λεωφόρος Βασιλείου Δ.,
32133246,Δελφών,
32133257,,
32133263,,
32133350,,
32134296,Σαρανταπόρου,
32134315,Σαλαμίνας,
32141578,Σύρου,
32141710,Κυκλάδων,
32141791,Σποράδων,
32141868,Ζακύνθου,
32141886,Σπετσών,
32142009,Καυκάσου,
32142046,Κασταλίας,
32142048,Πλ. Καναρη (Πλ. Κυψελης),
32142083,Φιλοτίμου,
32142093,Χιλιανδαρίου,
32142145,Πυθίας,
32142219,Ελευθερίου Βενιζέλου,
32142242,Ελικώνος,
32142365,Λέρου,
32142376,Αστυπαλαίας,
32142405,Κυθήρων,
32142454,Τραυλαντώνη,
32142466,Κύθνου,
32142514,Ιππολύτου,
32142543,Ταϋγέτου,
32142611,Γ. Χατζηδάκη,
32142642,Πανσεληνου,
32142667,Λάμπρου,
32142685,Κιθαιρώνος,
32149156,Κύμης,
32149167,Βεΐκου,
32149209,,
32149220,Κύμης,
32149383,,
32149384,,
32149507,Φιγαλείας,
32149517,Λέσβου,
32211987,Ριζαρείου,
32225217,,
32225264,,
32225273,Εθνικής Αντιστάσεως,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=medium
32225277,Εθνικής Αντιστάσεως,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=medium
32225295,Εθνικής Αντιστάσεως,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=medium
32225304,Μάντηκα Χρήστου,
32225315,Βυζαντίου,
32225324,Ελ Αλαμέιν,
32225358,Αβέρωφ,
32225373,,
32225528,Χαλκίδος,
32225744,Λεωφόρος Ιωνίας,
32225756,,
32225770,Λεωφόρος Ιωνίας,
32225844,Γραμμή 1,
32225904,Γραμμή 1,
32226416,,
32226422,,
32226425,,
32226433,,
32226645,,
32226826,,
32227171,Ερμού,
32227194,Καλαμιώτου,
32227250,Ερμού,
32227388,Θέμιδος,
32227430,Ηφαίστου,
32229715,,
32229719,,
32229724,,
32229726,,
32229754,,
32229844,,
32235041,Ελευθερίου Βενιζέλου,
32235983,,
32236015,,
32236039,,
32236081,,
32236117,,
32236188,,
32236250,,
32236756,Rock Fight,
32236816,,
32237040,,
32237045,,
32237124,,
32237247,,
32237365,,
32237374,,
32245113,Χαλκοκονδύλη,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
32258722,,
32258861,Μεσογείων,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
32259058,Ζαχάρωφ,
32259115,Φειδιππίδου,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
32259333,Αλεξάνδρας,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
32259474,,
32273401,Αγίου Νικολάου,
32295538,Αιόλου,
32295709,Αιόλου,
32295798,Χαλκοκονδύλη,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
32296046,,
32296065,Βασιλίσσης Σοφίας,09:00-11:00=high|13:00-15:00=medium|17:00-19:00=high
32296326,Πλατεία Σκουζέ,
32296376,,
32296410,,
32296424,,
32296474,,
32296586,Ηρώδου Αττικού,
32296793,Λυκείου,
32296802,Μουρούζη,
32296807,Αραβαντινού,
32296844,Αυτομέδοντος,
32323134,Πάρου,
32323155,Σκιάθου,
